se_type,location_code,language_code,total_count,items_count,target,metric_type,year,month,etv,count
google,2840,en,19,19,tcm-sec.com,paid,2023,5,0.0,0
google,2840,en,19,19,tcm-sec.com,paid,2023,4,0.0,0
google,2840,en,19,19,tcm-sec.com,paid,2023,3,0.0,0
google,2840,en,19,19,tcm-sec.com,paid,2023,2,0.0,0
google,2840,en,19,19,tcm-sec.com,paid,2023,1,0.0,0
google,2840,en,19,19,tcm-sec.com,paid,2022,12,0.0,0
google,2840,en,19,19,packetlabs.net,organic,2024,12,14628.145466340706,5192
google,2840,en,19,19,packetlabs.net,organic,2024,11,17551.931467015296,5130
google,2840,en,19,19,packetlabs.net,organic,2024,10,16150.352655354887,5012
google,2840,en,19,19,packetlabs.net,organic,2024,9,15933.256073251367,4874
google,2840,en,19,19,packetlabs.net,organic,2024,8,13898.360919430852,4547
google,2840,en,19,19,packetlabs.net,organic,2024,7,16871.57380964607,5377
google,2840,en,19,19,packetlabs.net,organic,2024,6,23657.28895812854,6033
google,2840,en,19,19,packetlabs.net,organic,2024,5,21492.531354874372,5687
google,2840,en,19,19,packetlabs.net,organic,2024,4,15785.325835635886,4913
google,2840,en,19,19,packetlabs.net,organic,2024,3,11481.916141828522,4276
google,2840,en,19,19,packetlabs.net,organic,2024,2,11054.0103313867,4178
google,2840,en,19,19,packetlabs.net,organic,2024,1,11389.662923447788,4170
google,2840,en,19,19,packetlabs.net,organic,2023,12,11670.997396875173,4305
google,2840,en,19,19,packetlabs.net,organic,2023,11,11222.971097918227,4421
google,2840,en,19,19,packetlabs.net,organic,2023,10,12422.275426991284,4556
google,2840,en,19,19,packetlabs.net,organic,2023,9,11195.237870171666,4527
google,2840,en,19,19,packetlabs.net,organic,2023,8,5860.172430707142,3901
google,2840,en,19,19,packetlabs.net,organic,2023,7,6309.975541157648,4070
google,2840,en,19,19,packetlabs.net,organic,2023,6,10090.746351063251,4181
google,2840,en,19,19,packetlabs.net,organic,2023,5,6735.643898515031,3895
google,2840,en,19,19,packetlabs.net,organic,2023,4,8947.580579355359,3908
google,2840,en,19,19,packetlabs.net,organic,2023,3,7307.590611331165,4470
google,2840,en,19,19,packetlabs.net,organic,2023,2,8768.710891162977,4919
google,2840,en,19,19,packetlabs.net,organic,2023,1,7685.005186408758,4621
google,2840,en,19,19,packetlabs.net,organic,2022,12,7426.173267234117,4884
google,2840,en,19,19,packetlabs.net,paid,2024,12,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2024,11,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2024,10,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2024,9,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2024,8,36.97199821472168,2
google,2840,en,19,19,packetlabs.net,paid,2024,7,12.909000158309937,3
google,2840,en,19,19,packetlabs.net,paid,2024,6,5.543999910354614,2
google,2840,en,19,19,packetlabs.net,paid,2024,5,85.40500205755234,9
google,2840,en,19,19,packetlabs.net,paid,2024,4,188.57000249624252,27
google,2840,en,19,19,packetlabs.net,paid,2024,3,1657.0080450177193,13
google,2840,en,19,19,packetlabs.net,paid,2024,2,1627.4850437045097,9
google,2840,en,19,19,packetlabs.net,paid,2024,1,45.50399971008301,3
google,2840,en,19,19,packetlabs.net,paid,2023,12,42.11700081825256,4
google,2840,en,19,19,packetlabs.net,paid,2023,11,31.065000534057617,3
google,2840,en,19,19,packetlabs.net,paid,2023,10,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2023,9,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2023,8,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2023,7,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2023,6,0.0,0
google,2840,en,19,19,packetlabs.net,paid,2023,5,146.11800003051758,9
google,2840,en,19,19,packetlabs.net,paid,2023,4,29.00700092315674,6
google,2840,en,19,19,packetlabs.net,paid,2023,3,132.18600152432919,15
google,2840,en,19,19,packetlabs.net,paid,2023,2,471.31201224029064,25
google,2840,en,19,19,packetlabs.net,paid,2023,1,1708.5959885716438,56
google,2840,en,19,19,packetlabs.net,paid,2022,12,1637.7269962280989,62
google,2840,en,19,19,redscan.com,organic,2024,12,17543.684756295756,3496
google,2840,en,19,19,redscan.com,organic,2024,11,20697.025876605883,3799
google,2840,en,19,19,redscan.com,organic,2024,10,24655.54834329337,3788
google,2840,en,19,19,redscan.com,organic,2024,9,24356.27333833836,3692
google,2840,en,19,19,redscan.com,organic,2024,8,23460.222041403875,3414
google,2840,en,19,19,redscan.com,organic,2024,7,19911.931442635134,3375
google,2840,en,19,19,redscan.com,organic,2024,6,19374.781421123073,3175
google,2840,en,19,19,redscan.com,organic,2024,5,18740.827355813235,2978
google,2840,en,19,19,redscan.com,organic,2024,4,14511.65107826516,3047
google,2840,en,19,19,redscan.com,organic,2024,3,18592.326840646565,3303
google,2840,en,19,19,redscan.com,organic,2024,2,23440.707206444815,3385
google,2840,en,19,19,redscan.com,organic,2024,1,15113.02782905288,3454
google,2840,en,19,19,redscan.com,organic,2023,12,14814.379218012094,3445
google,2840,en,19,19,redscan.com,organic,2023,11,15306.933525243774,3395
google,2840,en,19,19,redscan.com,organic,2023,10,13285.247576298192,3454
google,2840,en,19,19,redscan.com,organic,2023,9,13238.96106294915,3459
google,2840,en,19,19,redscan.com,organic,2023,8,9954.714678162709,2951
google,2840,en,19,19,redscan.com,organic,2023,7,9840.034866815433,2906
google,2840,en,19,19,redscan.com,organic,2023,6,9737.758420113474,3083
google,2840,en,19,19,redscan.com,organic,2023,5,10801.563214596361,3164
google,2840,en,19,19,redscan.com,organic,2023,4,14032.735849535093,3185
google,2840,en,19,19,redscan.com,organic,2023,3,13656.357460578904,3360
google,2840,en,19,19,redscan.com,organic,2023,2,14049.668884471059,3505
google,2840,en,19,19,redscan.com,organic,2023,1,13235.757536383346,3264
google,2840,en,19,19,redscan.com,organic,2022,12,13167.598152434453,3743
google,2840,en,19,19,redscan.com,paid,2024,12,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,11,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,10,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,9,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,8,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,7,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,6,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,5,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,4,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,3,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,2,0.0,0
google,2840,en,19,19,redscan.com,paid,2024,1,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,12,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,11,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,10,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,9,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,8,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,7,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,6,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,5,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,4,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,3,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,2,0.0,0
google,2840,en,19,19,redscan.com,paid,2023,1,0.0,0
google,2840,en,19,19,redscan.com,paid,2022,12,0.0,0
google,2840,en,19,19,whiteknightlabs.com,organic,2024,12,646.2698957696557,524
google,2840,en,19,19,whiteknightlabs.com,organic,2024,11,945.5039809979498,508
google,2840,en,19,19,whiteknightlabs.com,organic,2024,10,936.0719903148711,472
google,2840,en,19,19,whiteknightlabs.com,organic,2024,9,922.3233891427517,457
google,2840,en,19,19,whiteknightlabs.com,organic,2024,8,755.2926161605865,398
google,2840,en,19,19,whiteknightlabs.com,organic,2024,7,584.4078741371632,358
google,2840,en,19,19,whiteknightlabs.com,organic,2024,6,484.9674769062549,330
google,2840,en,19,19,whiteknightlabs.com,organic,2024,5,994.9659876581281,345
google,2840,en,19,19,whiteknightlabs.com,organic,2024,4,1004.5561495237052,357
google,2840,en,19,19,whiteknightlabs.com,organic,2024,3,512.137935180217,340
google,2840,en,19,19,whiteknightlabs.com,organic,2024,2,492.64893283881247,347
google,2840,en,19,19,whiteknightlabs.com,organic,2024,1,477.33247112110257,345
google,2840,en,19,19,whiteknightlabs.com,organic,2023,12,498.6979522239417,335
google,2840,en,19,19,whiteknightlabs.com,organic,2023,11,1528.497301703319,300
google,2840,en,19,19,whiteknightlabs.com,organic,2023,10,510.83871493674815,254
google,2840,en,19,19,whiteknightlabs.com,organic,2023,9,482.2662555873394,234
google,2840,en,19,19,whiteknightlabs.com,organic,2023,8,205.73667946830392,178
google,2840,en,19,19,whiteknightlabs.com,organic,2023,7,192.67257979512215,149
google,2840,en,19,19,whiteknightlabs.com,organic,2023,6,180.0940562710166,239
google,2840,en,19,19,whiteknightlabs.com,organic,2023,5,147.27239629253745,122
google,2840,en,19,19,whiteknightlabs.com,organic,2023,4,122.38207684084773,107
google,2840,en,19,19,whiteknightlabs.com,organic,2023,3,110.09757658466697,115
google,2840,en,19,19,whiteknightlabs.com,organic,2023,2,110.57143667526543,116
google,2840,en,19,19,whiteknightlabs.com,organic,2023,1,107.66063665598631,117
google,2840,en,19,19,whiteknightlabs.com,organic,2022,12,69.23041841574013,131
google,2840,en,19,19,whiteknightlabs.com,paid,2024,12,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,11,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,10,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,9,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,8,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,7,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,6,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,5,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,4,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,3,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,2,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2024,1,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,12,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,11,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,10,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,9,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,8,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,7,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,6,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,5,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,4,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,3,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,2,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2023,1,0.0,0
google,2840,en,19,19,whiteknightlabs.com,paid,2022,12,0.0,0
google,2840,en,19,19,bishopfox.com,organic,2024,12,19288.909416306764,4207
google,2840,en,19,19,bishopfox.com,organic,2024,11,18204.574169564992,4452
google,2840,en,19,19,bishopfox.com,organic,2024,10,16476.65389817953,4659
google,2840,en,19,19,bishopfox.com,organic,2024,9,16228.14395823516,4544
google,2840,en,19,19,bishopfox.com,organic,2024,8,14439.625138582662,4091
google,2840,en,19,19,bishopfox.com,organic,2024,7,81983.53701088391,4006
google,2840,en,19,19,bishopfox.com,organic,2024,6,17732.927518244833,4266
google,2840,en,19,19,bishopfox.com,organic,2024,5,12766.375360829756,4208
google,2840,en,19,19,bishopfox.com,organic,2024,4,10934.769791565835,3910
google,2840,en,19,19,bishopfox.com,organic,2024,3,12453.441376492381,4384
google,2840,en,19,19,bishopfox.com,organic,2024,2,12151.437585758045,4504
google,2840,en,19,19,bishopfox.com,organic,2024,1,17708.25089335814,4835
google,2840,en,19,19,bishopfox.com,organic,2023,12,14015.645790448412,5072
google,2840,en,19,19,bishopfox.com,organic,2023,11,18877.142855307087,5195
google,2840,en,19,19,bishopfox.com,organic,2023,10,17404.17865002714,5507
google,2840,en,19,19,bishopfox.com,organic,2023,9,16729.271729534492,5480
google,2840,en,19,19,bishopfox.com,organic,2023,8,100474.05319376476,5092
google,2840,en,19,19,bishopfox.com,organic,2023,7,102073.15218417346,5161
google,2840,en,19,19,bishopfox.com,organic,2023,6,112027.95410637371,4905
google,2840,en,19,19,bishopfox.com,organic,2023,5,134681.74714451656,4865
google,2840,en,19,19,bishopfox.com,organic,2023,4,115235.55198128521,4843
google,2840,en,19,19,bishopfox.com,organic,2023,3,124828.03181209601,4964
google,2840,en,19,19,bishopfox.com,organic,2023,2,176118.22466954403,5119
google,2840,en,19,19,bishopfox.com,organic,2023,1,148156.3067444507,4960
google,2840,en,19,19,bishopfox.com,organic,2022,12,155027.4288417697,5485
google,2840,en,19,19,bishopfox.com,paid,2024,12,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,11,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,10,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,9,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,8,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,7,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,6,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,5,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,4,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,3,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,2,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2024,1,3.555000066757202,1
google,2840,en,19,19,bishopfox.com,paid,2023,12,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2023,11,170.63999938964844,1
google,2840,en,19,19,bishopfox.com,paid,2023,10,170.63999938964844,1
google,2840,en,19,19,bishopfox.com,paid,2023,9,0.0,0
google,2840,en,19,19,bishopfox.com,paid,2023,8,216.1440029144287,2
google,2840,en,19,19,bishopfox.com,paid,2023,7,216.1440029144287,2
google,2840,en,19,19,bishopfox.com,paid,2023,6,214.72200274467468,3
google,2840,en,19,19,bishopfox.com,paid,2023,5,180.5939998626709,3
google,2840,en,19,19,bishopfox.com,paid,2023,4,172.0619993209839,2
google,2840,en,19,19,bishopfox.com,paid,2023,3,181.30499982833862,5
google,2840,en,19,19,bishopfox.com,paid,2023,2,383.940000474453,14
google,2840,en,19,19,bishopfox.com,paid,2023,1,209.0340005159378,11
google,2840,en,19,19,bishopfox.com,paid,2022,12,361.18799901008606,8
google,2840,en,19,19,breachlock.com,organic,2024,12,7171.8623151779175,3332
google,2840,en,19,19,breachlock.com,organic,2024,11,7686.629934845492,3671
google,2840,en,19,19,breachlock.com,organic,2024,10,6427.156228721142,3853
google,2840,en,19,19,breachlock.com,organic,2024,9,6299.659820917994,3772
google,2840,en,19,19,breachlock.com,organic,2024,8,5579.80607534945,3160
google,2840,en,19,19,breachlock.com,organic,2024,7,6042.168411927298,3096
google,2840,en,19,19,breachlock.com,organic,2024,6,5893.027834359556,3039
google,2840,en,19,19,breachlock.com,organic,2024,5,5504.096359608695,2936
google,2840,en,19,19,breachlock.com,organic,2024,4,4981.080136466771,2972
google,2840,en,19,19,breachlock.com,organic,2024,3,7072.84275293909,3169
google,2840,en,19,19,breachlock.com,organic,2024,2,7468.148411873728,3421
google,2840,en,19,19,breachlock.com,organic,2024,1,10703.153719026595,4543
google,2840,en,19,19,breachlock.com,organic,2023,12,13485.16846430488,4874
google,2840,en,19,19,breachlock.com,organic,2023,11,13125.462246190757,4659
google,2840,en,19,19,breachlock.com,organic,2023,10,13295.026145296171,4545
google,2840,en,19,19,breachlock.com,organic,2023,9,9834.372207418084,4019
google,2840,en,19,19,breachlock.com,organic,2023,8,6900.842283939943,3072
google,2840,en,19,19,breachlock.com,organic,2023,7,6672.569598363712,2993
google,2840,en,19,19,breachlock.com,organic,2023,6,6024.18102931045,3022
google,2840,en,19,19,breachlock.com,organic,2023,5,5510.007539955899,2902
google,2840,en,19,19,breachlock.com,organic,2023,4,5371.460680356249,2834
google,2840,en,19,19,breachlock.com,organic,2023,3,5236.262526065111,2758
google,2840,en,19,19,breachlock.com,organic,2023,2,3175.916044436395,2021
google,2840,en,19,19,breachlock.com,organic,2023,1,2444.967533759773,1824
google,2840,en,19,19,breachlock.com,organic,2022,12,2531.6550767775625,1752
google,2840,en,19,19,breachlock.com,paid,2024,12,43.44900131225586,2
google,2840,en,19,19,breachlock.com,paid,2024,11,26.816999435424805,6
google,2840,en,19,19,breachlock.com,paid,2024,10,247.20600032806396,22
google,2840,en,19,19,breachlock.com,paid,2024,9,265.18200182914734,26
google,2840,en,19,19,breachlock.com,paid,2024,8,403.63499188423157,40
google,2840,en,19,19,breachlock.com,paid,2024,7,573.8780048489571,48
google,2840,en,19,19,breachlock.com,paid,2024,6,26742.59677219391,51
google,2840,en,19,19,breachlock.com,paid,2024,5,26820.559776723385,65
google,2840,en,19,19,breachlock.com,paid,2024,4,3441.847052693367,98
google,2840,en,19,19,breachlock.com,paid,2024,3,1092.0119856595993,56
google,2840,en,19,19,breachlock.com,paid,2024,2,903.8039908409119,44
google,2840,en,19,19,breachlock.com,paid,2024,1,173.04299879074097,14
google,2840,en,19,19,breachlock.com,paid,2023,12,208.32299900054932,15
google,2840,en,19,19,breachlock.com,paid,2023,11,4678.380137503147,50
google,2840,en,19,19,breachlock.com,paid,2023,10,4389.714097797871,51
google,2840,en,19,19,breachlock.com,paid,2023,9,2181.34804135561,52
google,2840,en,19,19,breachlock.com,paid,2023,8,499.10100746154785,40
google,2840,en,19,19,breachlock.com,paid,2023,7,516.8970119953156,40
google,2840,en,19,19,breachlock.com,paid,2023,6,51.1920006275177,6
google,2840,en,19,19,breachlock.com,paid,2023,5,72.52200031280518,8
google,2840,en,19,19,breachlock.com,paid,2023,4,517.8720070719719,40
google,2840,en,19,19,breachlock.com,paid,2023,3,328.61700063943863,42
google,2840,en,19,19,breachlock.com,paid,2023,2,941.2559982538223,45
google,2840,en,19,19,breachlock.com,paid,2023,1,3166.6200620532036,44
google,2840,en,19,19,breachlock.com,paid,2022,12,1391.7150302529335,47
google,2840,en,19,19,hackerone.com,organic,2024,12,337375.3973560501,27109
google,2840,en,19,19,hackerone.com,organic,2024,11,389155.14888724685,29070
google,2840,en,19,19,hackerone.com,organic,2024,10,634031.2774887607,33099
google,2840,en,19,19,hackerone.com,organic,2024,9,633025.8750404585,32473
google,2840,en,19,19,hackerone.com,organic,2024,8,513153.6034757551,31613
google,2840,en,19,19,hackerone.com,organic,2024,7,804306.6535122562,32520
google,2840,en,19,19,hackerone.com,organic,2024,6,757957.490488153,29905
google,2840,en,19,19,hackerone.com,organic,2024,5,473811.51646284014,28686
google,2840,en,19,19,hackerone.com,organic,2024,4,488365.48888165876,29290
google,2840,en,19,19,hackerone.com,organic,2024,3,534129.4687244184,31373
google,2840,en,19,19,hackerone.com,organic,2024,2,544754.0376764797,31668
google,2840,en,19,19,hackerone.com,organic,2024,1,461558.2744339537,34218
google,2840,en,19,19,hackerone.com,organic,2023,12,700108.1228487883,38435
google,2840,en,19,19,hackerone.com,organic,2023,11,591237.647884639,40678
google,2840,en,19,19,hackerone.com,organic,2023,10,593266.9607387893,41836
google,2840,en,19,19,hackerone.com,organic,2023,9,637464.113641452,41676
google,2840,en,19,19,hackerone.com,organic,2023,8,569305.653145358,38020
google,2840,en,19,19,hackerone.com,organic,2023,7,1862829.909663286,37619
google,2840,en,19,19,hackerone.com,organic,2023,6,2125869.5546850823,33279
google,2840,en,19,19,hackerone.com,organic,2023,5,847577.8403721564,28763
google,2840,en,19,19,hackerone.com,organic,2023,4,1149882.9399414435,19548
google,2840,en,19,19,hackerone.com,organic,2023,3,328583.0435774978,10102
google,2840,en,19,19,hackerone.com,organic,2023,2,599229.8820355404,12646
google,2840,en,19,19,hackerone.com,organic,2023,1,1003878.9294647444,10696
google,2840,en,19,19,hackerone.com,organic,2022,12,1152703.2134956978,10900
google,2840,en,19,19,hackerone.com,paid,2024,12,836.8340060710907,15
google,2840,en,19,19,hackerone.com,paid,2024,11,171.24799478054047,8
google,2840,en,19,19,hackerone.com,paid,2024,10,199.7769947052002,8
google,2840,en,19,19,hackerone.com,paid,2024,9,203.07699465751648,9
google,2840,en,19,19,hackerone.com,paid,2024,8,259.4380012154579,17
google,2840,en,19,19,hackerone.com,paid,2024,7,396.2030062675476,58
google,2840,en,19,19,hackerone.com,paid,2024,6,72.00400102138519,4
google,2840,en,19,19,hackerone.com,paid,2024,5,3.555000066757202,1
google,2840,en,19,19,hackerone.com,paid,2024,4,10.081000089645386,4
google,2840,en,19,19,hackerone.com,paid,2024,3,9.099000215530396,2
google,2840,en,19,19,hackerone.com,paid,2024,2,9.099000215530396,2
google,2840,en,19,19,hackerone.com,paid,2024,1,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,12,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,11,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,10,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,9,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,8,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,7,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,6,34.12799835205078,1
google,2840,en,19,19,hackerone.com,paid,2023,5,46.92599868774414,4
google,2840,en,19,19,hackerone.com,paid,2023,4,1.5329999923706055,1
google,2840,en,19,19,hackerone.com,paid,2023,3,0.0,0
google,2840,en,19,19,hackerone.com,paid,2023,2,115.86000204086304,2
google,2840,en,19,19,hackerone.com,paid,2023,1,1.5,1
google,2840,en,19,19,hackerone.com,paid,2022,12,0.0,0
google,2840,en,19,19,mitnicksecurity.com,organic,2024,12,20146.10150339827,3420
google,2840,en,19,19,mitnicksecurity.com,organic,2024,11,19851.09852526523,3534
google,2840,en,19,19,mitnicksecurity.com,organic,2024,10,21733.174007194117,3246
google,2840,en,19,19,mitnicksecurity.com,organic,2024,9,21119.09266221337,3144
google,2840,en,19,19,mitnicksecurity.com,organic,2024,8,21653.49450836517,2897
google,2840,en,19,19,mitnicksecurity.com,organic,2024,7,29439.89896918647,2951
google,2840,en,19,19,mitnicksecurity.com,organic,2024,6,29544.156456558034,2890
google,2840,en,19,19,mitnicksecurity.com,organic,2024,5,27176.554485907778,2657
google,2840,en,19,19,mitnicksecurity.com,organic,2024,4,26089.209682716057,2601
google,2840,en,19,19,mitnicksecurity.com,organic,2024,3,28466.79974914342,2916
google,2840,en,19,19,mitnicksecurity.com,organic,2024,2,28976.37957245484,3050
google,2840,en,19,19,mitnicksecurity.com,organic,2024,1,26412.411472890526,3091
google,2840,en,19,19,mitnicksecurity.com,organic,2023,12,24505.63374395296,2992
google,2840,en,19,19,mitnicksecurity.com,organic,2023,11,27650.914103079587,3080
google,2840,en,19,19,mitnicksecurity.com,organic,2023,10,26124.529578287154,3209
google,2840,en,19,19,mitnicksecurity.com,organic,2023,9,28431.47150259465,3177
google,2840,en,19,19,mitnicksecurity.com,organic,2023,8,17162.330691786483,2706
google,2840,en,19,19,mitnicksecurity.com,organic,2023,7,14493.43473206088,2726
google,2840,en,19,19,mitnicksecurity.com,organic,2023,6,16038.686743831262,2611
google,2840,en,19,19,mitnicksecurity.com,organic,2023,5,14446.264621391892,2433
google,2840,en,19,19,mitnicksecurity.com,organic,2023,4,13151.668885216117,2400
google,2840,en,19,19,mitnicksecurity.com,organic,2023,3,15244.648229626939,2642
google,2840,en,19,19,mitnicksecurity.com,organic,2023,2,17708.0021924451,2906
google,2840,en,19,19,mitnicksecurity.com,organic,2023,1,15422.871508721262,2769
google,2840,en,19,19,mitnicksecurity.com,organic,2022,12,13730.007120626047,2720
google,2840,en,19,19,mitnicksecurity.com,paid,2024,12,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,11,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,10,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,9,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,8,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,7,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,6,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,5,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,4,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,3,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,2,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2024,1,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,12,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,11,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,10,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,9,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,8,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,7,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,6,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,5,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,4,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,3,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,2,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2023,1,0.0,0
google,2840,en,19,19,mitnicksecurity.com,paid,2022,12,0.0,0
google,2840,en,19,19,covertswarm.com,organic,2024,12,5361.613677056506,2560
google,2840,en,19,19,covertswarm.com,organic,2024,11,6674.890529548749,2735
google,2840,en,19,19,covertswarm.com,organic,2024,10,7584.256318125874,2808
google,2840,en,19,19,covertswarm.com,organic,2024,9,7634.345141932368,2811
google,2840,en,19,19,covertswarm.com,organic,2024,8,5840.011005854234,2325
google,2840,en,19,19,covertswarm.com,organic,2024,7,8709.575802685693,2533
google,2840,en,19,19,covertswarm.com,organic,2024,6,4231.651782400906,2108
google,2840,en,19,19,covertswarm.com,organic,2024,5,3939.846064059064,2064
google,2840,en,19,19,covertswarm.com,organic,2024,4,4605.810366299003,2362
google,2840,en,19,19,covertswarm.com,organic,2024,3,5448.066181307659,2343
google,2840,en,19,19,covertswarm.com,organic,2024,2,7790.695802243426,2344
google,2840,en,19,19,covertswarm.com,organic,2024,1,7564.149156685919,2410
google,2840,en,19,19,covertswarm.com,organic,2023,12,7305.276684379205,2041
google,2840,en,19,19,covertswarm.com,organic,2023,11,5205.835402248427,1579
google,2840,en,19,19,covertswarm.com,organic,2023,10,3396.7685007601976,1292
google,2840,en,19,19,covertswarm.com,organic,2023,9,3047.2209058068693,962
google,2840,en,19,19,covertswarm.com,organic,2023,8,1749.469173323363,631
google,2840,en,19,19,covertswarm.com,organic,2023,7,1683.3146928660572,531
google,2840,en,19,19,covertswarm.com,organic,2023,6,1501.9129913654178,423
google,2840,en,19,19,covertswarm.com,organic,2023,5,727.414716180414,408
google,2840,en,19,19,covertswarm.com,organic,2023,4,1076.506812384352,390
google,2840,en,19,19,covertswarm.com,organic,2023,3,620.9965247027576,360
google,2840,en,19,19,covertswarm.com,organic,2023,2,593.7748642843217,309
google,2840,en,19,19,covertswarm.com,organic,2023,1,466.9593205973506,313
google,2840,en,19,19,covertswarm.com,organic,2022,12,324.59504141658545,346
google,2840,en,19,19,covertswarm.com,paid,2024,12,0.0,0
